protein1_ID	protein2_ID
P25359	Q12277
P38792	P46948
P38792	P48240
P38792	P53256
P38792	P53859
P38792	Q05636
P38792	Q08162
P38792	Q08285
P38792	Q12277
P46948	P48240
P46948	P53256
P46948	P53859
P46948	Q05636
P46948	Q08162
P46948	Q08285
P46948	Q12277
P48240	P53256
P48240	P53859
P48240	Q05636
P48240	Q08162
P48240	Q08285
P48240	Q12277
P53256	P53859
P53256	Q05636
P53256	Q08162
P53256	Q08285
P53256	Q12277
P53859	Q05636
P53859	Q08162
P53859	Q08285
P53859	Q12277
Q05636	Q08162
Q05636	Q08285
Q05636	Q12277
Q08162	Q08285
Q08162	Q12277
Q08285	Q12277
P32381	P33204
P32381	P38328
P32381	P40518
P32381	P47117
P32381	P53731
P32381	Q05933
P33204	P38328
P33204	P40518
P33204	P47117
P33204	P53731
P33204	Q05933
P38328	P40518
P38328	P47117
P38328	P53731
P38328	Q05933
P40518	P47117
P40518	P53731
P40518	Q05933
P47117	P53731
P47117	Q05933
P53731	Q05933
P32494	Q02336
P32494	Q03330
P32494	Q12433
Q02336	Q03330
Q02336	Q12433
Q03330	Q12433
P20424	P29478
P20424	P32342
P20424	P38687
P20424	P38688
P20424	P38985
P29478	P32342
P29478	P38687
P29478	P38688
P29478	P38985
P32342	P38687
P32342	P38688
P32342	P38985
P38687	P38688
P38687	P38985
P38688	P38985
P38144	Q04213
P38144	Q12072
Q04213	Q12072
P38144	P43596
P06844	P25554
P06844	P32494
P06844	P32657
P06844	P35177
P06844	P38129
P06844	P38811
P06844	P38915
P06844	P50102
P06844	P50875
P06844	P53040
P06844	P53165
P06844	Q02336
P06844	Q03067
P06844	Q03330
P06844	Q03761
P06844	Q05027
P06844	Q12030
P06844	Q12060
P06844	Q6WNK7
P25554	P32494
P25554	P32657
P25554	P35177
P25554	P38129
P25554	P38811
P25554	P38915
P25554	P50102
P25554	P50875
P25554	P53040
P25554	P53165
P25554	Q02336
P25554	Q03067
P25554	Q03330
P25554	Q03761
P25554	Q05027
P25554	Q12030
P25554	Q12060
P25554	Q6WNK7
P32494	P32657
P32494	P35177
P32494	P38129
P32494	P38811
P32494	P38915
P32494	P50102
P32494	P50875
P32494	P53040
P32494	P53165
P32494	Q02336
P32494	Q03067
P32494	Q03330
P32494	Q03761
P32494	Q05027
P32494	Q12030
P32494	Q12060
P32494	Q6WNK7
P32657	P35177
P32657	P38129
P32657	P38811
P32657	P38915
P32657	P50102
P32657	P50875
P32657	P53040
P32657	P53165
P32657	Q02336
P32657	Q03067
P32657	Q03330
P32657	Q03761
P32657	Q05027
P32657	Q12030
P32657	Q12060
P32657	Q6WNK7
P35177	P38129
P35177	P38811
P35177	P38915
P35177	P50102
P35177	P50875
P35177	P53040
P35177	P53165
P35177	Q02336
P35177	Q03067
P35177	Q03330
P35177	Q03761
P35177	Q05027
P35177	Q12030
P35177	Q12060
P35177	Q6WNK7
P38129	P38811
P38129	P38915
P38129	P50102
P38129	P50875
P38129	P53040
P38129	P53165
P38129	Q02336
P38129	Q03067
P38129	Q03330
P38129	Q03761
P38129	Q05027
P38129	Q12030
P38129	Q12060
P38129	Q6WNK7
P38811	P38915
P38811	P50102
P38811	P50875
P38811	P53040
P38811	P53165
P38811	Q02336
P38811	Q03067
P38811	Q03330
P38811	Q03761
P38811	Q05027
P38811	Q12030
P38811	Q12060
P38811	Q6WNK7
P38915	P50102
P38915	P50875
P38915	P53040
P38915	P53165
P38915	Q02336
P38915	Q03067
P38915	Q03330
P38915	Q03761
P38915	Q05027
P38915	Q12030
P38915	Q12060
P38915	Q6WNK7
P50102	P50875
P50102	P53040
P50102	P53165
P50102	Q02336
P50102	Q03067
P50102	Q03330
P50102	Q03761
P50102	Q05027
P50102	Q12030
P50102	Q12060
P50102	Q6WNK7
P50875	P53040
P50875	P53165
P50875	Q02336
P50875	Q03067
P50875	Q03330
P50875	Q03761
P50875	Q05027
P50875	Q12030
P50875	Q12060
P50875	Q6WNK7
P53040	P53165
P53040	Q02336
P53040	Q03067
P53040	Q03330
P53040	Q03761
P53040	Q05027
P53040	Q12030
P53040	Q12060
P53040	Q6WNK7
P53165	Q02336
P53165	Q03067
P53165	Q03330
P53165	Q03761
P53165	Q05027
P53165	Q12030
P53165	Q12060
P53165	Q6WNK7
Q02336	Q03067
Q02336	Q03330
Q02336	Q03761
Q02336	Q05027
Q02336	Q12030
Q02336	Q12060
Q02336	Q6WNK7
Q03067	Q03330
Q03067	Q03761
Q03067	Q05027
Q03067	Q12030
Q03067	Q12060
Q03067	Q6WNK7
Q03330	Q03761
Q03330	Q05027
Q03330	Q12030
Q03330	Q12060
Q03330	Q6WNK7
Q03761	Q05027
Q03761	Q12030
Q03761	Q12060
Q03761	Q6WNK7
Q05027	Q12030
Q05027	Q12060
Q05027	Q6WNK7
Q12030	Q12060
Q12030	Q6WNK7
Q12060	Q6WNK7
P06844	P32494
P06844	P32608
P06844	P32657
P06844	P35177
P06844	P38129
P06844	P38811
P06844	P50102
P06844	P50875
P06844	P53040
P06844	P53165
P06844	Q02336
P06844	Q03330
P06844	Q03761
P06844	Q05027
P06844	Q12030
P06844	Q12060
P32494	P32608
P32494	P32657
P32494	P35177
P32494	P38129
P32494	P38811
P32494	P50102
P32494	P50875
P32494	P53040
P32494	P53165
P32494	Q02336
P32494	Q03330
P32494	Q03761
P32494	Q05027
P32494	Q12030
P32494	Q12060
P32608	P32657
P32608	P35177
P32608	P38129
P32608	P38811
P32608	P50102
P32608	P50875
P32608	P53040
P32608	P53165
P32608	Q02336
P32608	Q03330
P32608	Q03761
P32608	Q05027
P32608	Q12030
P32608	Q12060
P32657	P35177
P32657	P38129
P32657	P38811
P32657	P50102
P32657	P50875
P32657	P53040
P32657	P53165
P32657	Q02336
P32657	Q03330
P32657	Q03761
P32657	Q05027
P32657	Q12030
P32657	Q12060
P35177	P38129
P35177	P38811
P35177	P50102
P35177	P50875
P35177	P53040
P35177	P53165
P35177	Q02336
P35177	Q03330
P35177	Q03761
P35177	Q05027
P35177	Q12030
P35177	Q12060
P38129	P38811
P38129	P50102
P38129	P50875
P38129	P53040
P38129	P53165
P38129	Q02336
P38129	Q03330
P38129	Q03761
P38129	Q05027
P38129	Q12030
P38129	Q12060
P38811	P50102
P38811	P50875
P38811	P53040
P38811	P53165
P38811	Q02336
P38811	Q03330
P38811	Q03761
P38811	Q05027
P38811	Q12030
P38811	Q12060
P50102	P50875
P50102	P53040
P50102	P53165
P50102	Q02336
P50102	Q03330
P50102	Q03761
P50102	Q05027
P50102	Q12030
P50102	Q12060
P50875	P53040
P50875	P53165
P50875	Q02336
P50875	Q03330
P50875	Q03761
P50875	Q05027
P50875	Q12030
P50875	Q12060
P53040	P53165
P53040	Q02336
P53040	Q03330
P53040	Q03761
P53040	Q05027
P53040	Q12030
P53040	Q12060
P53165	Q02336
P53165	Q03330
P53165	Q03761
P53165	Q05027
P53165	Q12030
P53165	Q12060
Q02336	Q03330
Q02336	Q03761
Q02336	Q05027
Q02336	Q12030
Q02336	Q12060
Q03330	Q03761
Q03330	Q05027
Q03330	Q12030
Q03330	Q12060
Q03761	Q05027
Q03761	Q12030
Q03761	Q12060
Q05027	Q12030
Q05027	Q12060
Q12030	Q12060
P0CY08	P0CY11
P0CY08	P11746
P0CY06	P11746
P08678	P17555
P40366	P53125
P40366	Q04603
P40366	Q08773
P53125	Q04603
P53125	Q08773
Q04603	Q08773
P15646	P39990
P15646	Q12460
P15646	Q12499
P39990	Q12460
P39990	Q12499
Q12460	Q12499
P53125	Q08773
P28007	P32495
P28007	P33322
P28007	Q6Q547
P32495	P33322
P32495	Q6Q547
P33322	Q6Q547
P09798	P14724
P09798	P16522
P09798	P38042
P09798	P40577
P09798	P53068
P09798	P53886
P09798	Q04601
P09798	Q08683
P09798	Q12107
P09798	Q12157
P09798	Q12379
P09798	Q12440
P14724	P16522
P14724	P38042
P14724	P40577
P14724	P53068
P14724	P53886
P14724	Q04601
P14724	Q08683
P14724	Q12107
P14724	Q12157
P14724	Q12379
P14724	Q12440
P16522	P38042
P16522	P40577
P16522	P53068
P16522	P53886
P16522	Q04601
P16522	Q08683
P16522	Q12107
P16522	Q12157
P16522	Q12379
P16522	Q12440
P38042	P40577
P38042	P53068
P38042	P53886
P38042	Q04601
P38042	Q08683
P38042	Q12107
P38042	Q12157
P38042	Q12379
P38042	Q12440
P40577	P53068
P40577	P53886
P40577	Q04601
P40577	Q08683
P40577	Q12107
P40577	Q12157
P40577	Q12379
P40577	Q12440
P53068	P53886
P53068	Q04601
P53068	Q08683
P53068	Q12107
P53068	Q12157
P53068	Q12379
P53068	Q12440
P53886	Q04601
P53886	Q08683
P53886	Q12107
P53886	Q12157
P53886	Q12379
P53886	Q12440
Q04601	Q08683
Q04601	Q12107
Q04601	Q12157
Q04601	Q12379
Q04601	Q12440
Q08683	Q12107
Q08683	Q12157
Q08683	Q12379
Q08683	Q12440
Q12107	Q12157
Q12107	Q12379
Q12107	Q12440
Q12157	Q12379
Q12157	Q12440
Q12379	Q12440
P09798	P14724
P09798	P16522
P09798	P26309
P09798	P38042
P09798	P40577
P09798	P53068
P09798	P53886
P09798	Q04601
P09798	Q08683
P09798	Q12107
P09798	Q12157
P09798	Q12379
P09798	Q12440
P14724	P16522
P14724	P26309
P14724	P38042
P14724	P40577
P14724	P53068
P14724	P53886
P14724	Q04601
P14724	Q08683
P14724	Q12107
P14724	Q12157
P14724	Q12379
P14724	Q12440
P16522	P26309
P16522	P38042
P16522	P40577
P16522	P53068
P16522	P53886
P16522	Q04601
P16522	Q08683
P16522	Q12107
P16522	Q12157
P16522	Q12379
P16522	Q12440
P26309	P38042
P26309	P40577
P26309	P53068
P26309	P53886
P26309	Q04601
P26309	Q08683
P26309	Q12107
P26309	Q12157
P26309	Q12379
P26309	Q12440
P38042	P40577
P38042	P53068
P38042	P53886
P38042	Q04601
P38042	Q08683
P38042	Q12107
P38042	Q12157
P38042	Q12379
P38042	Q12440
P40577	P53068
P40577	P53886
P40577	Q04601
P40577	Q08683
P40577	Q12107
P40577	Q12157
P40577	Q12379
P40577	Q12440
P53068	P53886
P53068	Q04601
P53068	Q08683
P53068	Q12107
P53068	Q12157
P53068	Q12379
P53068	Q12440
P53886	Q04601
P53886	Q08683
P53886	Q12107
P53886	Q12157
P53886	Q12379
P53886	Q12440
Q04601	Q08683
Q04601	Q12107
Q04601	Q12157
Q04601	Q12379
Q04601	Q12440
Q08683	Q12107
Q08683	Q12157
Q08683	Q12379
Q08683	Q12440
Q12107	Q12157
Q12107	Q12379
Q12107	Q12440
Q12157	Q12379
Q12157	Q12440
Q12379	Q12440
P09798	P14724
P09798	P16522
P09798	P38042
P09798	P40577
P09798	P53068
P09798	P53197
P09798	P53886
P09798	Q04601
P09798	Q08683
P09798	Q12107
P09798	Q12157
P09798	Q12379
P09798	Q12440
P14724	P16522
P14724	P38042
P14724	P40577
P14724	P53068
P14724	P53197
P14724	P53886
P14724	Q04601
P14724	Q08683
P14724	Q12107
P14724	Q12157
P14724	Q12379
P14724	Q12440
P16522	P38042
P16522	P40577
P16522	P53068
P16522	P53197
P16522	P53886
P16522	Q04601
P16522	Q08683
P16522	Q12107
P16522	Q12157
P16522	Q12379
P16522	Q12440
P38042	P40577
P38042	P53068
P38042	P53197
P38042	P53886
P38042	Q04601
P38042	Q08683
P38042	Q12107
P38042	Q12157
P38042	Q12379
P38042	Q12440
P40577	P53068
P40577	P53197
P40577	P53886
P40577	Q04601
P40577	Q08683
P40577	Q12107
P40577	Q12157
P40577	Q12379
P40577	Q12440
P53068	P53197
P53068	P53886
P53068	Q04601
P53068	Q08683
P53068	Q12107
P53068	Q12157
P53068	Q12379
P53068	Q12440
P53197	P53886
P53197	Q04601
P53197	Q08683
P53197	Q12107
P53197	Q12157
P53197	Q12379
P53197	Q12440
P53886	Q04601
P53886	Q08683
P53886	Q12107
P53886	Q12157
P53886	Q12379
P53886	Q12440
Q04601	Q08683
Q04601	Q12107
Q04601	Q12157
Q04601	Q12379
Q04601	Q12440
Q08683	Q12107
Q08683	Q12157
Q08683	Q12379
Q08683	Q12440
Q12107	Q12157
Q12107	Q12379
Q12107	Q12440
Q12157	Q12379
Q12157	Q12440
Q12379	Q12440
P09798	P14724
P09798	P16522
P09798	P38042
P09798	P40577
P09798	P50082
P09798	P53068
P09798	P53886
P09798	Q04601
P09798	Q08683
P09798	Q12107
P09798	Q12157
P09798	Q12379
P09798	Q12440
P14724	P16522
P14724	P38042
P14724	P40577
P14724	P50082
P14724	P53068
P14724	P53886
P14724	Q04601
P14724	Q08683
P14724	Q12107
P14724	Q12157
P14724	Q12379
P14724	Q12440
P16522	P38042
P16522	P40577
P16522	P50082
P16522	P53068
P16522	P53886
P16522	Q04601
P16522	Q08683
P16522	Q12107
P16522	Q12157
P16522	Q12379
P16522	Q12440
P38042	P40577
P38042	P50082
P38042	P53068
P38042	P53886
P38042	Q04601
P38042	Q08683
P38042	Q12107
P38042	Q12157
P38042	Q12379
P38042	Q12440
P40577	P50082
P40577	P53068
P40577	P53886
P40577	Q04601
P40577	Q08683
P40577	Q12107
P40577	Q12157
P40577	Q12379
P40577	Q12440
P50082	P53068
P50082	P53886
P50082	Q04601
P50082	Q08683
P50082	Q12107
P50082	Q12157
P50082	Q12379
P50082	Q12440
P53068	P53886
P53068	Q04601
P53068	Q08683
P53068	Q12107
P53068	Q12157
P53068	Q12379
P53068	Q12440
P53886	Q04601
P53886	Q08683
P53886	Q12107
P53886	Q12157
P53886	Q12379
P53886	Q12440
Q04601	Q08683
Q04601	Q12107
Q04601	Q12157
Q04601	Q12379
Q04601	Q12440
Q08683	Q12107
Q08683	Q12157
Q08683	Q12379
Q08683	Q12440
Q12107	Q12157
Q12107	Q12379
Q12107	Q12440
Q12157	Q12379
Q12157	Q12440
Q12379	Q12440
P32833	P38826
P32833	P50874
P32833	P54784
P32833	P54790
P32833	P54791
P38826	P50874
P38826	P54784
P38826	P54790
P38826	P54791
P50874	P54784
P50874	P54790
P50874	P54791
P54784	P54790
P54784	P54791
P54790	P54791
P15790	P38930
P15790	P43639
P38930	P43639
P19454	P38930
P19454	P43639
P38930	P43639
P15790	P25368
P15790	P38930
P15790	P43639
P15790	P53254
P25368	P38930
P25368	P43639
P25368	P53254
P38930	P43639
P38930	P53254
P43639	P53254
P15790	P19454
P15790	P25368
P15790	P38930
P15790	P43639
P15790	P53254
P19454	P25368
P19454	P38930
P19454	P43639
P19454	P53254
P25368	P38930
P25368	P43639
P25368	P53254
P38930	P43639
P38930	P53254
P43639	P53254
P19454	P25368
P19454	P38930
P19454	P43639
P19454	P53254
P25368	P38930
P25368	P43639
P25368	P53254
P38930	P43639
P38930	P53254
P43639	P53254
P15790	P19454
P15790	P25368
P15790	P38930
P15790	P39520
P15790	P43639
P15790	P53254
P19454	P25368
P19454	P38930
P19454	P39520
P19454	P43639
P19454	P53254
P25368	P38930
P25368	P39520
P25368	P43639
P25368	P53254
P38930	P39520
P38930	P43639
P38930	P53254
P39520	P43639
P39520	P53254
P43639	P53254
P15790	P25368
P15790	P38930
P15790	P39520
P15790	P43639
P15790	P53254
P25368	P38930
P25368	P39520
P25368	P43639
P25368	P53254
P38930	P39520
P38930	P43639
P38930	P53254
P39520	P43639
P39520	P53254
P43639	P53254
P19454	P25368
P19454	P38930
P19454	P39520
P19454	P43639
P19454	P53254
P25368	P38930
P25368	P39520
P25368	P43639
P25368	P53254
P38930	P39520
P38930	P43639
P38930	P53254
P39520	P43639
P39520	P53254
P43639	P53254
P40963	Q04003
P40963	Q99314
Q04003	Q99314
P53738	Q12463
P38874	P42935
P38874	Q02884
P38874	Q02908
P38874	Q04868
P38874	Q06706
P42935	Q02884
P42935	Q02908
P42935	Q04868
P42935	Q06706
Q02884	Q02908
Q02884	Q04868
Q02884	Q06706
Q02908	Q04868
Q02908	Q06706
Q04868	Q06706
P32916	P36057
P23059	Q02197
P23059	Q03503
Q02197	Q03503
Q06504	Q12387
P07347	P12945
P07347	Q08689
P12945	Q08689
P40046	P43585
P40046	P47075
P40046	Q02725
P43585	P47075
P43585	Q02725
P47075	Q02725
P41912	Q06551
P32607	P38165
P32617	P35189
P32617	P40060
P32617	P40154
P32617	P43579
P32617	P53115
P32617	P53946
P32617	P60010
P32617	P80428
P32617	Q03435
P32617	Q03940
P32617	Q08561
P32617	Q12345
P32617	Q12386
P32617	Q12464
P35189	P40060
P35189	P40154
P35189	P43579
P35189	P53115
P35189	P53946
P35189	P60010
P35189	P80428
P35189	Q03435
P35189	Q03940
P35189	Q08561
P35189	Q12345
P35189	Q12386
P35189	Q12464
P40060	P40154
P40060	P43579
P40060	P53115
P40060	P53946
P40060	P60010
P40060	P80428
P40060	Q03435
P40060	Q03940
P40060	Q08561
P40060	Q12345
P40060	Q12386
P40060	Q12464
P40154	P43579
P40154	P53115
P40154	P53946
P40154	P60010
P40154	P80428
P40154	Q03435
P40154	Q03940
P40154	Q08561
P40154	Q12345
P40154	Q12386
P40154	Q12464
P43579	P53115
P43579	P53946
P43579	P60010
P43579	P80428
P43579	Q03435
P43579	Q03940
P43579	Q08561
P43579	Q12345
P43579	Q12386
P43579	Q12464
P53115	P53946
P53115	P60010
P53115	P80428
P53115	Q03435
P53115	Q03940
P53115	Q08561
P53115	Q12345
P53115	Q12386
P53115	Q12464
P53946	P60010
P53946	P80428
P53946	Q03435
P53946	Q03940
P53946	Q08561
P53946	Q12345
P53946	Q12386
P53946	Q12464
P60010	P80428
P60010	Q03435
P60010	Q03940
P60010	Q08561
P60010	Q12345
P60010	Q12386
P60010	Q12464
P80428	Q03435
P80428	Q03940
P80428	Q08561
P80428	Q12345
P80428	Q12386
P80428	Q12464
Q03435	Q03940
Q03435	Q08561
Q03435	Q12345
Q03435	Q12386
Q03435	Q12464
Q03940	Q08561
Q03940	Q12345
Q03940	Q12386
Q03940	Q12464
Q08561	Q12345
Q08561	Q12386
Q08561	Q12464
Q12345	Q12386
Q12345	Q12464
Q12386	Q12464
P06243	P32325
P38993	P40088
P38310	P43561
P25604	P42939
P25604	Q02767
P25604	Q99176
P42939	Q02767
P42939	Q99176
Q02767	Q99176
P09959	P25302
P09959	P39678
P40056	P53192
P40056	Q12154
P53192	Q12154
P40957	P40958
P26309	P40958
P26309	P26449
P26309	P40958
P26309	P47074
P26449	P40958
P26449	P47074
P40958	P47074
P26448	P47113
P11433	P18851
P11433	P18852
P11433	P21268
P18851	P18852
P18851	P21268
P18852	P21268
P36132	P46984
P36132	P53323
P36132	Q03705
P36132	Q3E833
P46984	P53323
P46984	Q03705
P46984	Q3E833
P53323	Q03705
P53323	Q3E833
Q03705	Q3E833
P32389	P40573
P32389	Q03081
P40573	Q03081
P32389	P40573
P32389	Q12041
P40573	Q12041
P17106	P32389
P17106	P40573
P32389	P40573
P25656	P39524
P32660	P42838
P42838	Q12675
P53740	Q12674
P38116	P40527
P38116	P48563
P38116	Q03921
P40527	P48563
P40527	Q03921
P48563	Q03921
P25336	P25847
P25847	Q03834
P39720	P52960
P36104	P38123
P36104	P38337
P36104	P38827
P36104	P39706
P36104	P43132
P36104	Q03012
P36104	Q03323
P38123	P38337
P38123	P38827
P38123	P39706
P38123	P43132
P38123	Q03012
P38123	Q03323
P38337	P38827
P38337	P39706
P38337	P43132
P38337	Q03012
P38337	Q03323
P38827	P39706
P38827	P43132
P38827	Q03012
P38827	Q03323
P39706	P43132
P39706	Q03012
P39706	Q03323
P43132	Q03012
P43132	Q03323
Q03012	Q03323
P17883	P35207
P17883	Q02793
P35207	Q02793
P35734	P36131
P35734	P36162
P35734	P53168
P35734	P53267
P35734	P69850
P35734	P69851
P35734	P69852
P35734	Q03954
P35734	Q12248
P36131	P36162
P36131	P53168
P36131	P53267
P36131	P69850
P36131	P69851
P36131	P69852
P36131	Q03954
P36131	Q12248
P36162	P53168
P36162	P53267
P36162	P69850
P36162	P69851
P36162	P69852
P36162	Q03954
P36162	Q12248
P53168	P53267
P53168	P69850
P53168	P69851
P53168	P69852
P53168	Q03954
P53168	Q12248
P53267	P69850
P53267	P69851
P53267	P69852
P53267	Q03954
P53267	Q12248
P69850	P69851
P69850	P69852
P69850	Q03954
P69850	Q12248
P69851	P69852
P69851	Q03954
P69851	Q12248
P69852	Q03954
P69852	Q12248
Q03954	Q12248
P04387	P13045
P04385	P04387
P04386	P04387
P39727	Q04651
P25627	P53738
P49957	P53738
P29468	P32598
P29468	P35728
P29468	P36104
P29468	P39927
P29468	P42073
P29468	P42841
P29468	P45976
P29468	P53538
P29468	Q01329
P29468	Q06102
P29468	Q06224
P29468	Q06632
P29468	Q08553
P29468	Q12102
P32598	P35728
P32598	P36104
P32598	P39927
P32598	P42073
P32598	P42841
P32598	P45976
P32598	P53538
P32598	Q01329
P32598	Q06102
P32598	Q06224
P32598	Q06632
P32598	Q08553
P32598	Q12102
P35728	P36104
P35728	P39927
P35728	P42073
P35728	P42841
P35728	P45976
P35728	P53538
P35728	Q01329
P35728	Q06102
P35728	Q06224
P35728	Q06632
P35728	Q08553
P35728	Q12102
P36104	P39927
P36104	P42073
P36104	P42841
P36104	P45976
P36104	P53538
P36104	Q01329
P36104	Q06102
P36104	Q06224
P36104	Q06632
P36104	Q08553
P36104	Q12102
P39927	P42073
P39927	P42841
P39927	P45976
P39927	P53538
P39927	Q01329
P39927	Q06102
P39927	Q06224
P39927	Q06632
P39927	Q08553
P39927	Q12102
P42073	P42841
P42073	P45976
P42073	P53538
P42073	Q01329
P42073	Q06102
P42073	Q06224
P42073	Q06632
P42073	Q08553
P42073	Q12102
P42841	P45976
P42841	P53538
P42841	Q01329
P42841	Q06102
P42841	Q06224
P42841	Q06632
P42841	Q08553
P42841	Q12102
P45976	P53538
P45976	Q01329
P45976	Q06102
P45976	Q06224
P45976	Q06632
P45976	Q08553
P45976	Q12102
P53538	Q01329
P53538	Q06102
P53538	Q06224
P53538	Q06632
P53538	Q08553
P53538	Q12102
Q01329	Q06102
Q01329	Q06224
Q01329	Q06632
Q01329	Q08553
Q01329	Q12102
Q06102	Q06224
Q06102	Q06632
Q06102	Q08553
Q06102	Q12102
Q06224	Q06632
Q06224	Q08553
Q06224	Q12102
Q06632	Q08553
Q06632	Q12102
Q08553	Q12102
Q02821	Q06142
P13099	P35187
P13099	Q02685
P35187	Q02685
P14284	P38927
P02309	P38204
P02309	P53437
P02309	P61830
P02309	Q02983
P02309	Q08747
P38204	P53437
P38204	P61830
P38204	Q02983
P38204	Q08747
P53437	P61830
P53437	Q02983
P53437	Q08747
P61830	Q02983
P61830	Q08747
Q02983	Q08747
P09938	P21524
P09938	P49723
P21524	P49723
P09938	P21524
P09938	P21672
P09938	P49723
P21524	P21672
P21524	P49723
P21672	P49723
Q04410	Q12191
P40073	P53901
P40073	Q05080
P40073	Q07533
P53901	Q05080
P53901	Q07533
Q05080	Q07533
P13393	P32333
P34232	Q99257
P13393	P29056
P13393	P46678
P29056	P46678
P35189	P41895
P35189	P41896
P41895	P41896
P09547	P18480
P09547	P18888
P09547	P22082
P09547	P32591
P09547	P35189
P09547	P38956
P09547	P43554
P09547	P53330
P09547	P53628
P09547	Q05123
P09547	Q12406
P18480	P18888
P18480	P22082
P18480	P32591
P18480	P35189
P18480	P38956
P18480	P43554
P18480	P53330
P18480	P53628
P18480	Q05123
P18480	Q12406
P18888	P22082
P18888	P32591
P18888	P35189
P18888	P38956
P18888	P43554
P18888	P53330
P18888	P53628
P18888	Q05123
P18888	Q12406
P22082	P32591
P22082	P35189
P22082	P38956
P22082	P43554
P22082	P53330
P22082	P53628
P22082	Q05123
P22082	Q12406
P32591	P35189
P32591	P38956
P32591	P43554
P32591	P53330
P32591	P53628
P32591	Q05123
P32591	Q12406
P35189	P38956
P35189	P43554
P35189	P53330
P35189	P53628
P35189	Q05123
P35189	Q12406
P38956	P43554
P38956	P53330
P38956	P53628
P38956	Q05123
P38956	Q12406
P43554	P53330
P43554	P53628
P43554	Q05123
P43554	Q12406
P53330	P53628
P53330	Q05123
P53330	Q12406
P53628	Q05123
P53628	Q12406
Q05123	Q12406
P05085	P07249
P05085	P07250
P05085	P11746
P07249	P07250
P07249	P11746
P07250	P11746
P35727	P40003
P35727	P48232
P35727	P53158
P35727	Q06071
P35727	Q06333
P40003	P48232
P40003	P53158
P40003	Q06071
P40003	Q06333
P48232	P53158
P48232	Q06071
P48232	Q06333
P53158	Q06071
P53158	Q06333
Q06071	Q06333
O13525	P27680
O13525	P41735
O13525	P49017
O13525	P53318
O13525	Q05779
P27680	P41735
P27680	P49017
P27680	P53318
P27680	Q05779
P41735	P49017
P41735	P53318
P41735	Q05779
P49017	P53318
P49017	Q05779
P53318	Q05779
P38265	P38907
P38265	P39731
P38265	P47167
P38265	Q06162
P38265	Q12262
P38265	Q12493
P38265	Q12748
P38907	P39731
P38907	P47167
P38907	Q06162
P38907	Q12262
P38907	Q12493
P38907	Q12748
P39731	P47167
P39731	Q06162
P39731	Q12262
P39731	Q12493
P39731	Q12748
P47167	Q06162
P47167	Q12262
P47167	Q12493
P47167	Q12748
Q06162	Q12262
Q06162	Q12493
Q06162	Q12748
Q12262	Q12493
Q12262	Q12748
Q12493	Q12748
P38850	P47050
P38850	Q06164
P38850	Q06211
P38850	Q08273
P47050	Q06164
P47050	Q06211
P47050	Q08273
Q06164	Q06211
Q06164	Q08273
Q06211	Q08273
P07149	P19097
P47050	Q01454
P47050	Q06164
P47050	Q06211
P47050	Q08273
Q01454	Q06164
Q01454	Q06211
Q01454	Q08273
Q06164	Q06211
Q06164	Q08273
Q06211	Q08273
P47050	Q06211
P47050	Q06340
P47050	Q08273
Q06211	Q06340
Q06211	Q08273
Q06340	Q08273
P47050	P50874
P47050	Q06211
P47050	Q08273
P50874	Q06211
P50874	Q08273
Q06211	Q08273
P36022	P40960
P36022	Q02647
P36022	Q04949
P40960	Q02647
P40960	Q04949
Q02647	Q04949
Q06151	Q12123
P39731	P40568
P39731	P47149
P39731	Q12143
P40568	P47149
P40568	Q12143
P47149	Q12143
P38313	P53298
P38313	Q02732
P38313	Q06675
P53298	Q02732
P53298	Q06675
Q02732	Q06675
P34252	P47027
P34252	P53135
P47027	P53135
P35732	P40352
P36096	Q08232
P36096	Q12015
P36096	Q12229
Q08232	Q12015
Q08232	Q12229
Q12015	Q12229
P06779	P31244
P06779	P53202
P06779	Q03071
P31244	P53202
P31244	Q03071
P53202	Q03071
P16140	P17255
P16140	P22203
P16140	P23968
P16140	P25515
P16140	P31412
P16140	P32366
P16140	P32610
P16140	P32842
P16140	P37296
P16140	P39111
P16140	P41807
P16140	P48836
P16140	Q3E7B6
P17255	P22203
P17255	P23968
P17255	P25515
P17255	P31412
P17255	P32366
P17255	P32610
P17255	P32842
P17255	P37296
P17255	P39111
P17255	P41807
P17255	P48836
P17255	Q3E7B6
P22203	P23968
P22203	P25515
P22203	P31412
P22203	P32366
P22203	P32610
P22203	P32842
P22203	P37296
P22203	P39111
P22203	P41807
P22203	P48836
P22203	Q3E7B6
P23968	P25515
P23968	P31412
P23968	P32366
P23968	P32610
P23968	P32842
P23968	P37296
P23968	P39111
P23968	P41807
P23968	P48836
P23968	Q3E7B6
P25515	P31412
P25515	P32366
P25515	P32610
P25515	P32842
P25515	P37296
P25515	P39111
P25515	P41807
P25515	P48836
P25515	Q3E7B6
P31412	P32366
P31412	P32610
P31412	P32842
P31412	P37296
P31412	P39111
P31412	P41807
P31412	P48836
P31412	Q3E7B6
P32366	P32610
P32366	P32842
P32366	P37296
P32366	P39111
P32366	P41807
P32366	P48836
P32366	Q3E7B6
P32610	P32842
P32610	P37296
P32610	P39111
P32610	P41807
P32610	P48836
P32610	Q3E7B6
P32842	P37296
P32842	P39111
P32842	P41807
P32842	P48836
