Entry	Gene names  (ordered locus )
P26786	YOR096W
P32832	YMR091C
P39939	YER131W
P38120	YBR146W
Q04279	YMR086W
Q01590	YLR026C
Q04195	YDR409W
Q06217	YLR275W
P32579	YGL169W
P16140	YBR127C
P33895	YOL069W
Q12066	YDL089W
P05150	YJL088W
P32896	YDR081C
P35994	YKL224C
P15938	YKR086W
P40303	YOL038W
Q08931	YPL192C
P0CX23	YMR242C
P53046	YGR070W
Q12487	YOR150W
P40422	YHR143W-A
Q04847	YMR258C
P28000	YNL113W
P08518	YOR151C
Q02204	YKR006C
Q04031	YDR412W
P0C0V8	YKR057W
Q08932	YPL193W
Q05043	YMR030W
P53969	YNL026W
P28791	YDR498C
P52871	YER019C-A
P21801	YLL041C
Q08968	YPL222W
P38810	YHR098C
P33419	YPL124W
P32790	YBL007C
P36024	YKR072C
P35187	YMR190C
P39015	YLR150W
P39108	YDR142C
Q06449	YPR154W
P33299	YKL145W
Q02772	YJR034W
Q01329	YAL043C
P30620	YMR137C
Q9ZZX9	Q0010
P50086	YGR232W
Q00578	YIL143C
P38623	YLR248W
P53879	YNL180C
P32445	YCR028C-A
P40188	YIL057C
P0CX24	YOR312C
Q08774	YOR305W
Q12104	YOR166C
Q05937	YLR375W
P32558	YGL207W
P32774	YKL058W
P02557	YFL037W
Q12498	YPL156C
Q12481	YOR287C
P0CX56	YML026C
P0CX33	YLR287C-A
P0CX35	YJR145C
P0CX38	YBR181C
Q12443	YDL204W
Q01163	YGL129C
P50110	YMR060C
P40505	YIL084C
P38814	YHR103W
P53036	YGL229C
P20048	YMR013C
P38827	YHR119W
P34252	YKL108W
P53628	YNR023W
P40561	YIR001C
P32591	YJL176C
P53937	YNL081C
P15625	YFL022C
P36101	YKL027W
P50623	YDL064W
P49686	YDR192C
Q02199	YGL172W
P0CE85	YMR325W
Q04364	YMR018W
Q06216	YLR273C
P32379	YGR253C
P13298	YML106W
Q9ZZX8	Q0017
P30402	YMR271C
Q06665	YDR314C
P0CH09	YKR094C
Q12338	YLR154C
P25441	YDL150W
Q06506	YPR137W
P25604	YCL008C
Q02521	YOR148C
P53394	YPR003C
P08425	YPR047W
P46670	YPL241C
P53228	YGR043C
P40085	YER140W
Q07914	YLR008C
P18412	YBR083W
Q02776	YPL063W
Q12052	YPL157W
P38756	YHR003C
Q01939	YGL048C
Q07807	YLL013C
Q12488	YDR013W
P0CX82	YBR084C-A
Q03305	YDR465C
P40016	YER021W
Q08723	YOR261C
P53118	YGL144C
P22138	YPR010C
P32561	YNL330C
P40156	YNL213C
P32578	YDR422C
P38123	YBR175W
P47002	YJL156C
P18888	YHL025W
Q07351	YDL048C
P43554	YFL049W
P39931	YLR250W
P31376	YAL011W
P38992	YDR297W
P00958	YGR264C
Q04226	YML015C
P38705	YHR011W
Q06490	YPR121W
Q12049	YPR045C
P35691	YKL056C
P07213	YNL121C
P25451	YER094C
P30657	YFR050C
P21304	YLR196W
P14736	YER162C
P38953	YDR076W
Q99258	YDR487C
P40348	YJR068W
P53881	YNL177C
P36160	YKR081C
P20084	YMR286W
Q05636	YDR280W
P13856	YGR152C
P39940	YER125W
P32905	YGR214W
Q12100	YDL025C
P38175	YBL090W
Q02950	YPL118W
P40963	YMR127C
P46965	YJR010C-A
P38262	YBR103W
P00445	YJR104C
Q06134	YLR341W
Q08490	YOR073W
P33335	YPR198W
P53251	YGR081C
P32908	YFL008W
P54000	YMR039C
Q07980	YLR035C
Q12343	YOR174W
P0CY06	YCR040W
Q08887	YOR372C
Q04121	YDR456W
P38837	YHR133C
P07269	YDL106C
P53184	YGL037C
Q12532	YPL009C
P23248	YML063W
P36126	YKR031C
Q04748	YMR066W
P25294	YNL007C
P38337	YBR258C
P38889	YHR206W
Q12109	YOL097C
P36421	YGR185C
P53250	YGR080W
P36164	YKR088C
P40494	YIL095W
Q06991	YLR414C
Q12461	YPL152W
P32327	YBR218C
P34230	YKL188C
P05317	YLR340W
P17076	YHL033C
P31334	YGR220C
Q3E754	YJL136C
P33303	YJR095W
P36131	YKR037C
Q04545	YML081W
P40548	YIL016W
P43545	YFL059W
Q3E784	YER180C-A
Q02793	YGL213C
Q06524	YPR151C
P32867	YPL232W
Q03707	YML034W
P32580	YPL029W
P24276	YDR293C
P37296	YMR054W
P36057	YKL154W
P35208	YJL127C
P38228	YBR044C
P38758	YHR009C
P35200	YLR168C
P53043	YGR123C
P11154	YGL062W
P43565	YFL033C
Q12362	YOL066C
Q02326	YML073C
Q04740	YMR234W
P47076	YJL011C
P43607	YFR032C
Q08646	YOR242C
P06844	YDR392W
Q3E790	YBR058C-A
P38427	YML100W
P52491	YLR306W
P41834	YOR075W
P47075	YJL012C
Q12215	YOL105C
P22147	YGL173C
P40489	YIL101C
P38959	YDR080W
P32341	YKL119C
O13549	YLR261C
P40035	YER053C
P33333	YDL052C
Q12213	YPL198W
Q02933	YPL123C
P38764	YHR027C
P53256	YGR095C
Q05022	YMR229C
Q08219	YOL048C
Q03067	YPL047W
Q04658	YML066C
P34164	YGL208W
Q02774	YDL212W
Q12505	YPL026C
P23561	YLR362W
P32603	YOR190W
P48526	YPL040C
P38707	YHR019C
P42949	YJL104W
P15565	YDR120C
P36142	YKR051W
O13555	YLR331C
P47119	YJR069C
Q00402	YDR150W
P46982	YJL186W
P10507	YLR163C
P38325	YBR230C
P38725	YHL046C
P39684	YFR023W
P25360	YCR037C
P20052	YOL001W
P05375	YJR073C
P32524	YJL203W
P20840	YJR004C
P42941	YGR208W
P40363	YJL068C
Q03085	YPL033C
Q12045	YPL253C
P53214	YGR023W
Q02795	YMR149W
P40368	YJL061W
Q03723	YML019W
P39720	YAL051W
P53010	YGL094C
Q04182	YDR406W
P33334	YHR165C
P0CX50	YNL301C
Q04712	YML043C
P40571	YIR015W
P38711	YHR021C
Q08873	YOR367W
Q03782	YDR240C
Q03144	YMR095C
P53824	YNL333W
Q3E752	YPR036W-A
Q02260	YGR074W
Q12749	YLR383W
P25648	YCR081W
P26370	YDL170W
P34247	YKL099C
Q05946	YLR222C
P32563	YOR270C
P20795	YLR396C
P41812	YNL221C
P28708	YKL116C
P04046	YMR300C
Q35811	Q0092
P47104	YJR033C
P38741	YHL024W
P40043	YER067W
Q06709	YLR387C
P38206	YBL020W
P16664	YDR137W
P23796	YMR283C
P02400	YDR382W
P53875	YNL185C
P32349	YPR190C
Q12167	YDR065W
P20433	YJL140W
P35718	YKL144C
P36080	YKL082C
P34241	YKL014C
P47049	YJL048C
P38627	YJR103W
Q02931	YPL126W
P42839	YNL321W
P38838	YHR134W
P36017	YOR089C
Q92331	YOR069W
Q7M4S9	YBL113C
Q2V2Q2	YCL048W-A
Q96VH3	YCL021W-A
P38299	YBR184W
P32788	YBL010C
P38142	YBR241C
O13535	YHR214C-B
P53176	YGL051W
Q06489	YPR118W
P40215	YMR145C
P52919	YLR457C
P32500	YML031W
P25655	YCR093W
Q03264	YMR285C
Q08962	YPL211W
P53742	YNR053C
Q99210	YOR111W
Q07913	YLR007W
Q12300	YDL138W
Q03792	YMR154C
P04051	YOR116C
P14127	YDR447C
P0CX51	YMR143W
Q12751	YMR185W
P21771	YDR337W
P32902	YHL004W
Q9ZZX1	Q0070
P89102	YDR166C
P39543	YJL192C
Q06411	YLR424W
Q03868	YDR104C
P56508	YDR525W-A
Q06132	YLR336C
P06700	YDL042C
P38713	YHR073W
P39545	YAR020C
P47065	YJL023C
P08525	YJL166W
P32849	YLR032W
P51402	YDR500C
P38330	YBR238C
Q02773	YML091C
P25298	YMR061W
P36534	YPL173W
P36519	YDR237W
P36533	YML009C
Q01855	YOL040C
P43609	YFR037C
Q03124	YML127W
P05750	YNL178W
P40204	YFL017W-A
P32564	YGR049W
P22470	YDR143C
P42948	YJL105W
P11075	YDR170C
P40541	YIL026C
Q06058	YLR404W
Q04675	YMR059W
Q06389	YDR373W
P38795	YHR074W
P40096	YER159C
Q04439	YMR109W
Q06162	YLR315W
Q08444	YOR056C
P0CE86	YOR394W
Q3E833	YKR095W-A
Q03289	YDR459C
P07274	YOR122C
P05318	YDL081C
P25348	YCR003W
P22353	YJL063C
P32904	YHR147C
Q02983	YLR141W
P53172	YGL056C
P03877	Q0060
Q12529	YPL165C
P21825	YPL094C
P53882	YNL176C
Q08457	YOR060C
Q00772	YHR030C
P32380	YDR356W
P11978	YDR227W
P48232	YNL086W
Q03532	YMR290C
P36066	YKL133C
P38271	YBR129C
P24004	YKL197C
P10834	YGR222W
P36110	YKR013W
P23638	YGR135W
Q07844	YLL034C
Q12504	YDR257C
P43620	YFR048W
P47006	YJL148W
P25299	YGL044C
P22139	YOR210W
P23250	YIL119C
P38786	YHR062C
Q08746	YOR294W
Q12754	YPL012W
P35178	YDR087C
Q03201	YDR041W
P46674	YDR159W
P11792	YHR205W
P06105	YJL080C
Q12745	YLR440C
O94742	YDR363W-A
P32432	YLR403W
P40014	YER018C
P53327	YGR271W
P25357	YCR033W
P53604	YNR049C
P46955	YJL116C
P37293	YGR147C
P12945	YDL040C
P36003	YKL171W
Q06178	YLR328W
Q12080	YPL146C
P48439	YOR085W
P21957	YHL020C
P33302	YOR153W
P39975	YEL072W
Q05635	YDR279W
P32565	YIL075C
P40011	YER010C
Q3E811	YLR162W-A
P32605	YBR119W
Q05900	YLR298C
P53732	YNR036C
P11655	YNR026C
P32602	YBL050W
P36124	YKR029C
P34250	YKL105C
P33421	YKL141W
P34228	YBL066C
P39707	YAR008W
P32857	YKL039W
Q12335	YDR032C
P40474	YIL121W
P21827	YGL097W
Q08647	YOR243C
P25359	YCR035C
P02407	YML024W
P33442	YLR441C
Q3E7Y3	YLR367W
Q08281	YOL138C
Q12108	YOR118W
Q03516	YMR266W
P53047	YGR213C
Q07794	YLL002W
P40856	YJL098W
P45978	YPR129W
Q07953	YLR022C
Q04493	YML094W
P47032	YJL079C
P10355	YER153C
P07257	YPR191W
P48567	YNL292W
P28272	YKL216W
P53721	YNR018W
P30775	YGL143C
P39956	YER169W
Q04225	YMR131C
P13433	YFL036W
P0CX55	YDR450W
P0CX40	YER102W
P36123	YKR028W
P40161	YNL206C
P53012	YGL126W
Q04401	YDR511W
P12868	YMR231W
P25297	YML123C
P38848	YHR150W
Q99216	YOR145C
Q12318	YLR376C
Q12355	YDR055W
P53335	YGR280C
Q12069	YDL036C
P25301	YDR004W
Q3E757	YGR085C
P26784	YIL133C
P0CX49	YOL120C
P26321	YPL131W
P05738	YGL147C
P32611	YEL050C
P32496	YFR052W
P45818	YGL171W
P36526	YBR282W
P35996	YKL170W
P36516	YMR024W
Q12277	YDL111C
P36056	YKL155C
P19955	YFR049W
P39718	YAL055W
P07275	YHR037W
P06839	YER171W
P21538	YBR049C
P38927	YIL139C
P0CX48	YBR048W
P38712	YHR065C
P40033	YER050C
P53866	YNL224C
P41930	YPL092W
Q6WNK7	YBR111W-A
P0CX32	YIL069C
P41057	YLR388W
Q08176	YOL026C
Q08278	YOL135C
P25366	YCR095C
P39705	YAR002W
P07991	YLR438W
P24867	YNL289W
P16467	YLR134W
P32452	YNL316C
P17157	YPL031C
Q04231	YML011C
P0C0W1	YJL190C
P0CX31	YER074W
P39743	YDR388W
P04912	YBL003C
P07172	YIL116W
P53281	YGR136W
P53119	YGL141W
Q12134	YOR284W
P39979	YEL066W
Q04344	YDL125C
P23585	YMR011W
Q12280	YPL242C
P52489	YOR347C
P36016	YKL073W
P53966	YNL029C
P43638	YJL042W
P48565	YNL294C
P0CE93	YGL261C
P36139	YKR046C
P53238	YGR058W
P50085	YGR231C
Q03760	YML107C
P38197	YBL036C
P24814	YJR090C
P40956	YGL181W
Q04081	YDR435C
P54070	YPL053C
P38703	YHL003C
P40469	YIL128W
P29467	YER044C-A
P21826	YIR031C
Q12124	YDL005C
P29952	YER003C
P48563	YNL297C
P40990	YDL107W
P38849	YHR151C
P53128	YGL125W
P34160	YMR125W
P48837	YGR119C
Q12454	YDR067C
P28273	YKL215C
Q12255	YLR093C
Q12033	YOR275C
P53179	YGL045W
P53900	YNL153C
P48365	YDL234C
Q12373	YLL022C
P32589	YPL106C
Q03973	YDR174W
P41734	YOR126C
P0CT04	YNL015W
P32351	YIL154C
P32337	YMR308C
P40358	YJL073W
Q06704	YLR309C
P39943	YER028C
Q03162	YMR100W
P40585	YIR041W
P35056	YDR244W
Q04922	YDR219C
P32570	YBR253W
P39106	YER001W
P53157	YGL080W
P25846	YHR120W
P36157	YKR077W
P47018	YJL123C
Q04264	YMR076C
P53632	YOL115W
Q06568	YLR254C
P14743	YLR195C
P53920	YNL123W
P39683	YOR209C
P32831	YBR212W
Q6Q547	YHR072W-A
P39997	YEL016C
P40347	YPR073C
P53903	YNL149C
P17442	YGR233C
P23594	YDL134C
P33775	YDL095W
P38208	YBL018C
Q06629	YDR295C
Q99181	YOR319W
P0CY13	YCR096C
P32485	YLR113W
P53687	YOR025W
Q12347	YLR097C
Q6Q560	YER048W-A
P53219	YGR031W
P53863	YNL227C
Q03361	YDR475C
P40206	YMR132C
Q06164	YLR320W
Q03218	YMR177W
P38063	YBL068W
P40089	YER146W
P53035	YGL209W
Q03028	YPL134C
Q03050	YDR542W
P43575	YFL020C
P39081	YDR228C
Q03558	YHR179W
Q07418	YDL065C
P14741	YKR026C
P36008	YKL081W
P40857	YJL097W
P53290	YGR163W
P39005	YJL174W
P32266	YOR211C
P39552	YAR033W
Q07500	YDL085W
P32770	YDL167C
P33331	YER009W
P38755	YHR001W
P43558	YFL044C
P38122	YBR176W
P0CE91	YLL064C
Q08322	YOL161C
P38151	YBR233W
Q05518	YDR348C
Q07362	YDL053C
P25625	YCR044C
P40550	YIL013C
P53218	YGR030C
Q01766	YPR005C
P34244	YKL101W
Q12122	YDL131W
P20050	YIL072W
P39004	YDR342C
P32465	YHR094C
P47056	YJL037W
P36115	YKR019C
Q06567	YLR253W
Q08227	YOL065C
P53193	YGL018C
P36132	YKR038C
P05986	YKL166C
Q12230	YPL004C
Q08448	YOR059C
Q07799	YLL007C
P36032	YKL221W
P32491	YPL140C
P34165	YDR461W
P40260	YGR121C
P48240	YGR158C
P24279	YEL032W
P32354	YIL150C
P19263	YLR071C
P53927	YNL110C
P53164	YGL067W
P32340	YML120C
Q12366	YOL104C
P53091	YGL201C
P40958	YJL030W
Q12460	YLR197W
Q02574	YLR288C
P36013	YKL029C
P38340	YBR261C
P32473	YBR221C
P38787	YHR063C
Q06608	YPR172W
Q03370	YDR479C
P36004	YKL168C
P38878	YHR192W
Q07923	YLR011W
P0CW40	YIL172C
P22855	YGL156W
P18408	YPR167C
P38782	YHR058C
P38920	YMR167W
Q06815	YPR079W
Q04751	YMR069W
P53914	YNL132W
P38996	YPL190C
P36059	YKL151C
P48234	YGR145W
P47054	YJL039C
Q12375	YOR130C
Q06833	YPR091C
P06776	YOR360C
P25610	YCR104W
P23394	YDR243C
P33550	YKR061W
Q04005	YDR184C
P38300	YBR185C
Q08972	YPL226W
P49954	YLR351C
Q12447	YDR071C
P40005	YEL003W
Q12412	YOR161C
P19657	YPL036W
Q08108	YOL011W
P53835	YNL279W
Q12417	YPL151C
P49960	YMR268C
P20457	YKL045W
P07272	YLR014C
P38796	YHR075C
P50107	YML004C
P32783	YBR236C
P11746	YMR043W
P10962	YAL025C
P33755	YBR170C
Q12499	YOR310C
P38742	YHL023C
P53379	YDR144C
P25491	YNL064C
P40185	YIL051C
P47164	YJR130C
P53583	YNL249C
P40364	YJL066C
Q03834	YDR097C
P07884	YOR274W
Q08925	YPL184C
P36023	YKR064W
Q12515	YDL173W
P80667	YLR191W
P40155	YNL214W
P32505	YGL122C
P23503	YNL240C
P27476	YGR159C
Q02630	YMR047C
P40354	YJR062C
P29468	YKR002W
P39105	YMR008C
P39551	YAR031W
Q12690	YDL082W
Q03942	YDR198C
P05737	YGL076C
P14126	YOR063W
Q02805	YOR018W
P36525	YMR193W
P38771	YHR038W
P40042	YER066W
P48589	YOR369C
P0CX34	YOR182C
Q03430	YDR494W
Q06639	YDR303C
P46974	YJR127C
Q04673	YLR005W
P32350	YLL019C
Q03829	YMR166C
P15807	YBR213W
Q05777	YLR194C
Q02197	YEL053C
P33420	YPL174C
P47016	YJL126W
Q12143	YPL233W
P14907	YJL041W
P22434	YGL248W
Q08966	YPL219W
P0CE90	YNR076W
P32567	YMR165C
P41816	YPL171C
P17967	YCL043C
P38351	YBR279W
P53896	YNL158W
P53191	YGL023C
P20604	YDL047W
P25584	YCL056C
Q03262	YMR278W
P38193	YBL046W
P07270	YFR034C
Q06624	YPR180W
P07283	YFL045C
P23595	YDL188C
P21242	YOR362C
P40555	YIL007C
P01120	YNL098C
P0C2H9	YLR406C
Q12250	YDL147W
Q06103	YPR108W
O13563	YLR421C
P51862	YLR371W
P12687	YNL005C
P53081	YGL221C
P47149	YJR112W
P34077	YFR002W
Q08213	YOL042W
P52593	YML103C
P32332	YKL120W
Q92316	YGL226C-A
P53691	YLR216C
P25375	YCL057W
P32901	YKR093W
P40475	YIL120W
P14737	YDR217C
P06838	YML095C
P53331	YGR276C
P38629	YNL290W
P31379	YAL018C
Q04087	YDR439W
P34234	YKL183W
Q07508	YDL087C
P03879	Q0120
P34166	YNL145W
P53050	YGR249W
P34232	YKL186C
P38126	YBR186W
P39535	YJL198W
P32903	YCR024C-A
P39008	YNR052C
Q03674	YMR006C
Q12221	YPR042C
P38230	YBR046C
P40352	YJR035W
P25560	YCL001W
P42073	YDR195W
P54780	YMR121C
P32489	YPL121C
Q08550	YOR177C
P35728	YKL059C
P32047	YNL074C
P50873	YDL079C
P53077	YGL226W
Q03825	YMR164C
Q02201	YKR003W
P36147	YKR065C
P40345	YNR008W
P53343	YGR294W
P19735	YBR055C
