Protein,L2FC,p,q
P32387,-0.0454455296596495,0.669593531627241,0.744431746732088
P32388,-0.991076769102581,0.0134263506981155,0.0437484933410258
P32419,0.154923404340263,0.00646485694979711,0.0284051745773469
P32445,-0.337069088108931,0.00884741058330323,0.0345039378976502
P32447,0.079769889563837,0.19645928294819,0.289734733808808
P32449,0.258098452119112,0.00867981806437227,0.0341513717928
P32451,-0.950689004732113,0.0120143392898996,0.0409379333107443
P32452,0.0231532727836949,0.867501543797503,0.900417759045633
P32453,-0.190363926068728,0.015445179817135,0.0472408024704435
P32454,0.443664097975433,0.00142728339604639,0.012224232521952
P32457,-0.0852683451771231,0.1727706090793,0.262587174451394
P32458,0.416075099728014,0.00151619858374566,0.0124739549083789
P32461,-0.0980681547956344,0.535664197775074,0.631551254380623
P32462,0.10039664291332,0.580235852385482,0.668078754681451
P32463,-0.307136340805888,0.021282411398247,0.0587387627850721
P32464,-0.781868709342569,0.220602031706242,0.316532187625876
P32465,0.690525015284154,0.00421604141282696,0.0223101598631967
P32466,-0.216969383665073,0.0233707504109151,0.0623220010957736
P32468,-0.321147518541982,0.000308741217167937,0.0059166678453878
P32469,0.338827969329393,0.0475353852265584,0.101536540735822
P32471,0.0151912759215339,0.812447505863459,0.860925317053687
P32472,-0.400361371119483,0.0108142501050997,0.0384910140152133
P32473,0.0495449120192891,0.359743957150764,0.464325100322274
P32474,0.437727941324427,3.9137736061426e-06,0.00162319269603468
P32476,-0.26141102767825,0.0206075334423468,0.0575314843098275
P32477,0.0923875077470751,0.0923565849684969,0.165471216046638
P32478,-1.20762933274453,0.00801745360388754,0.0323542747434367
P32480,-0.187348161064064,0.465187479069025,0.56554276755867
P32481,0.14699070175451,0.0488801076475539,0.10379131756671
P32485,0.0615571699739275,0.198936838047991,0.292289379544611
P32486,-0.277292371717833,0.00544938733139841,0.0254254770675425
P32487,-0.845505257993182,0.136174152331453,0.21880754367991
P32491,-0.41117229830207,0.224032228957793,0.320369865356169
P32492,-0.163484281475646,0.0820847759975634,0.151651176570662
P32494,-0.294812080899031,0.0096654911002959,0.0361051743046408
P32495,0.584324641022558,0.0199586112788151,0.056182248512648
P32496,0.019759036877487,0.841553220355743,0.882122535057689
P32497,0.721799975667211,0.000516530015190465,0.00789220635822548
P32499,-0.0764080276133769,0.440439025836187,0.542669515305611
P32500,-0.173961065694646,0.150275622212201,0.236097688996658
P32501,0.208776239836267,0.0255533460646888,0.0662517857187241
P32502,-0.103624748277292,0.369322007886564,0.472375660162604
P32504,0.162119487318348,0.235674185599622,0.33378156056531
P32505,0.0946618370120628,0.220265942830218,0.316183697875625
P32521,-0.131075478237343,0.0219655518983214,0.0597970722625251
P32523,0.0780056652649605,0.447086247090316,0.547874476203162
P32525,-0.212184492358016,0.0647141568546262,0.127108489121736
P32527,0.21799937835059,0.00244411017314655,0.0163519165824716
P32528,0.833401195544213,0.000206539608205679,0.005151340816424
P32529,-0.236633422035253,0.0349207428259021,0.0817984316754304
P32558,0.13868482146843,0.00137777019206558,0.0122230213595231
P32561,0.274743948823601,0.0471652657472892,0.101000367054801
P32563,0.339565193238657,0.0255995384117667,0.066285217017338
P32564,-0.141380114789036,0.400912637306823,0.503478587835892
P32565,0.678677985671804,5.6890543873767e-05,0.00338548640034768
P32566,0.027413730159998,0.831159261651712,0.875557395195694
P32567,0.0187857646410449,0.91868293115799,0.940305522778485
P32568,0.224473577059101,0.0189540854858562,0.0545396140873531
P32569,-0.491089940652648,0.0163595149711908,0.049281845200706
P32570,-0.373801073972483,0.0886006401034651,0.160113676734658
P32573,-0.200161803017225,0.0600452301113477,0.120121022927114
P32578,-0.586401804718659,0.0372805296084313,0.0854429435349994
P32579,-0.216189515155167,0.0490480883750595,0.103916999230607
P32582,0.0238698377836074,0.583166346077041,0.670542456235025
P32583,0.332833629950555,0.00555618237363506,0.0257615215057409
P32588,0.0155415817203364,0.599474642225263,0.683889247756146
P32589,0.276053296391758,0.00114650728111919,0.0115399189838465
P32590,0.407607944262595,0.0199290407286525,0.0561456031159379
P32591,-0.285503852522307,0.0127158265044394,0.0425785621945296
P32597,-0.264771022006681,0.00315298360609135,0.0186935269866881
P32598,0.324721659599587,0.103382873275158,0.179741007764907
P32599,0.0826625496001617,0.0725072337828897,0.13863840867619
P32600,-0.254921516573184,0.00802179984057495,0.0323542747434367
P32601,-1.90415158378282,0.000509131525648189,0.00787614719259897
P32602,0.0920291743121239,0.28868604237836,0.390595554745671
P32604,-0.360927353269311,0.00232939673175004,0.0160595807197076
P32605,0.622826017196271,0.0779578859023352,0.14577351101473
P32606,-0.607467833304542,0.0141758255819468,0.0450228467921005
P32607,3.4335350667656,0.00272905191031939,0.0174002708266981
P32608,0.43752709632383,0.0167491979897187,0.0500998938105167
P32610,-0.308009864136594,0.000779249199235942,0.00923967887732801
P32611,0.754860824077366,0.00720427774799816,0.0302437006450616
P32614,0.200712450259671,0.00707519576139129,0.0299240199783532
P32617,-1.75778106744279,6.10522844777307e-05,0.00339490735981086
P32618,-1.05258458700897,0.0190983185276054,0.0547141017277343
P32621,0.028650980499046,0.69900345737681,0.769062512949121
P32623,-0.449501246550984,0.0184028765741687,0.0534070931465795
P32626,0.142590662325563,0.368582759102432,0.471785931651113
P32628,-0.110367655280181,0.102110383001953,0.178167911081597
P32629,-0.39480291285051,0.00166583859996583,0.0132953518378449
P32639,0.0209670166061263,0.644856563579038,0.725249822168468
P32642,0.176104255372963,0.0883556331187825,0.159841230687419
P32643,0.0905209152568847,0.293888162748977,0.396436961030927
P32644,-0.0407020846153648,0.478052518093984,0.577476546073644
P32656,-0.0288165988466534,0.859292959979314,0.894635273250409
P32657,-0.0938363461393687,0.275299205901385,0.377298952087878
P32660,-0.485511728479005,0.00881981231186141,0.0345039378976502
P32767,0.156190007561154,0.773350549084875,0.828554978678426
P32769,0.157460594340811,0.0319628398007489,0.0765663507091386
P32770,-0.169085843297258,0.364041542574523,0.467481248032753
P32771,0.564024769868235,2.10290752280874e-05,0.00261175046062463
P32773,0.526275726493558,0.0149832098471042,0.0465412525653638
P32774,0.0473883384287683,0.240503657965973,0.339770265647889
P32775,0.321178695173996,0.104740286895091,0.180909726401499
P32776,-0.168922277937572,0.0634510607709498,0.125348214318429
P32783,-0.125960573446774,0.213978488566557,0.309590671241664
P32784,-0.519783104334726,0.00264700527119051,0.0170188051422011
P32787,0.0942205041934811,0.132596897595737,0.214929773896865
P32788,-0.357937610696525,0.154994110549478,0.241719550797163
P32790,0.0270254017926348,0.681014026679709,0.754162448089315
P32792,0.483539850681369,0.087679784757965,0.158703217662229
P32793,0.201709351407764,0.0047939458883272,0.0236696716931672
P32794,-0.0751860510787545,0.410181832745918,0.512090165079199
P32795,0.198413388721084,0.000471649326948708,0.00754638923117933
P32798,-0.225915493448818,0.032127805662292,0.076905405206236
P32799,0.695702127975262,0.0586880387136238,0.118428505888029
P32802,-0.201361247186322,0.0143078334489703,0.0453083390735964
P32803,0.361357593386703,0.000724154957535623,0.00901475848724998
P32804,-1.51694688036143,0.0132017800010078,0.0432661234429164
P32806,0.468566766576289,0.108955345177866,0.185716849670011
P32829,-0.907550314273132,0.000910761445254856,0.0101621803365279
P32830,-0.646864873405452,0.151963482605267,0.237868081678388
P32831,-0.424933522428629,0.0010280165790071,0.0110001016908267
P32832,0.16725386808634,0.000242331640481859,0.00544363526168519
P32835,0.199297352916409,0.0569751310064965,0.115843255024455
P32836,-0.127708482286188,0.47768089289934,0.577233198687054
P32839,-1.66110588516725,0.00208631534089868,0.0151862266873999
P32843,0.11182281800627,0.202817673696542,0.296405665307484
P32844,-0.0730878431863855,0.688151827718603,0.760824967282106
P32849,0.391057780638086,0.151948182956419,0.237868081678388
P32854,-0.893853830665257,0.0561111184007097,0.114419706323487
P32855,-0.36232983151656,0.21298598865384,0.308606780655201
P32857,0.901982132933729,0.000392371380328562,0.00672183698017416
P32860,0.00574455412479467,0.926894803663845,0.94614118989701
P32861,0.0917323261550643,0.478626670690663,0.577964281588725
P32862,-0.360389815047368,0.278972730520118,0.381101692277181
P32864,0.117764109185334,0.0489275698081276,0.10379131756671
P32867,-0.0854361992634706,0.398238166464584,0.500861646513856
P32873,-1.12385442811303,0.00319045556729103,0.0187882383407138
P32874,-0.322807809876114,0.0864207282016937,0.15726347106231
P32875,-0.25570145064077,0.0111662737399779,0.0392048049960477
P32891,0.485563025515367,0.000488558338866735,0.0077078599322603
P32892,0.0327650221682652,0.354687924403602,0.459023822806951
P32895,0.0367041181053271,0.480193080880305,0.579000412029336
P32896,-0.703213589790911,0.00120326485733935,0.0117835781049601
P32897,1.26098562189484,9.82800144801253e-07,0.000919602071203116
P32898,0.133128395276683,0.000444164315699144,0.00734929443342194
P32899,-0.160270272899113,0.115233358447085,0.193309372825178
P32900,-0.649429036858599,0.0307986106039778,0.0745673712838634
P32902,0.145888681412373,0.186392334334283,0.278749653610367
P32904,0.11665604947981,0.589089230544152,0.67509483282188
P32905,-0.0364268193838229,0.354324706589941,0.458728780440107
P32906,0.728179778461696,0.102241338518048,0.178301613509308
P32908,0.170047174961413,0.0414246449473141,0.0918982313023477
P32909,-0.499693077071264,0.00911942062393256,0.0351634202828043
P32910,-0.0538675541877433,0.571889356957741,0.660436459505376
P32911,-0.73164026947066,0.0131326213994277,0.0432038211817996
P32912,-0.852566074086858,0.0177789612307236,0.052213191770229
P32913,-0.301669878852115,0.0464074484950447,0.0996291552501213
P32914,-0.410764390171381,0.155970962058303,0.242796467784196
P32915,0.362795441624362,0.200343089753267,0.2938018851894
P32916,0.252199525660278,0.00125255864516607,0.0117835781049601
P32917,-1.8829901285554,0.00708848223731989,0.0299428788903973
P32939,-0.128208363228029,0.0368052806931384,0.0846396692278817
P33201,0.0257267654352636,0.492998742860933,0.591528735685986
P33202,-0.213690681021977,0.025900569272395,0.066657610752628
P33203,-0.158440739798445,0.448074255702919,0.548688763662203
P33204,0.129874554536799,0.526247514622928,0.622179006483434
P33296,0.71782815128508,0.000224454275131761,0.00524712927573315
P33297,-0.187101287874175,0.0450201117879607,0.0970808767862446
P33298,-0.246624682862279,0.00967177748290016,0.0361051743046408
P33299,-0.0257653762700856,0.637769530783421,0.718470358159204
P33300,-0.135081923084218,0.814805599738456,0.862615666140088
P33302,-0.41928178769819,0.0232023450450592,0.0620812426898183
P33307,-0.0473808146725624,0.720046178455691,0.786347919292242
P33309,0.98566090540574,0.00043065416133489,0.00716068095709777
P33310,0.43133954808087,0.104163091349188,0.180597535172681
P33311,-0.545649883634147,0.0152440901674552,0.0470450091556097
P33313,0.0583192303856702,0.455934474300619,0.557508917385616
P33314,-0.454245232463325,0.187680731969907,0.279952965189941
P33315,1.11393277256082,0.00466255820582027,0.023438167541106
P33317,-0.303909645928739,0.000136961260039386,0.00447591740770592
P33322,0.00856281575091817,0.863201955675605,0.897097521750478
P33324,0.861473577053043,0.00197414632517107,0.0147821287747909
P33327,1.07968131970417,0.000293357091493306,0.0058606383573452
P33328,0.387118002952981,0.157227713317449,0.24408073390059
P33329,-0.253051341505808,0.196052212548141,0.289408479494209
P33330,0.289844070381289,0.000588873095279237,0.00821589177916937
P33331,-0.294330876969386,0.0107536599317913,0.0384297454680436
P33332,-0.155626104142967,0.151860222852388,0.237868081678388
P33333,0.302320744023941,0.00760195474289768,0.0309553787369855
P33334,1.34496462959932,0.0542429521828608,0.111388170170397
P33336,-0.634783638642535,0.0110014054270073,0.0389121660150248
P33338,0.196461244267798,0.000967807537670265,0.0105248483992222
P33339,-0.0541990609394424,0.87548142478547,0.906481377555652
P33399,-0.117504557793387,0.124665881460156,0.205175482733066
P33401,0.0937436552542059,0.442393081372623,0.544286301057648
P33412,0.88127954819566,0.00355766441550708,0.0202007089945111
P33416,0.243037694006061,0.0427671164510552,0.093833155887438
P33417,0.486686101151189,0.0153840919988266,0.0472242896470769
P33421,-0.315661937640945,0.0196446402764117,0.0557741253075226
P33441,-0.0434045772265766,0.690447097566645,0.762865327343994
P33442,-0.0959978244034307,0.180195977545739,0.270932959146785
P33448,0.771375382760632,0.106625522268252,0.18306922680399
P33734,0.38601772276889,0.00031262489100738,0.00595743612526423
P33748,-0.395500603906633,0.00973453781300311,0.0361344949985549
P33749,-0.873782200719669,0.0234862413582805,0.0623847538663174
P33750,-0.327346500790795,0.00198323965595939,0.0147849426659654
P33753,0.254327526032618,0.0994882382984489,0.174400053906118
P33754,0.571357385325797,0.00199198166615765,0.0147938066703228
P33755,0.0045972099873601,0.952096576933067,0.962049426869161
P33759,-0.0396718228134276,0.832560091390687,0.876759959638997
P33767,0.0436889116809701,0.502280474328897,0.598852502257862
P33775,0.466827739416399,0.0125672792382888,0.042206149679481
P33891,-0.159721369693274,0.517146336518009,0.614201811438755
P33892,0.324812182948168,0.00466805897471883,0.023438167541106
P33893,1.82706377075693,5.14547207942532e-06,0.00162319269603468
P33894,0.0101404447763348,0.954256738895539,0.963073755956774
P33895,0.391852505743329,0.221086975203233,0.317093877331656
P34072,-0.724362231806208,0.125963651344572,0.206410002589752
P34077,0.174041091462186,0.199487189106026,0.292799889851857
P34078,0.150585287944575,0.209220806179339,0.304060400411448
P34087,0.340430498986104,0.16094922775136,0.248719717782512
P34110,-0.127706400753341,0.424560234199974,0.527070975116198
P34111,-1.55749994556878,0.0418689390424417,0.0924410481018554
P34160,0.337720060690709,0.00967920857596677,0.0361051743046408
P34162,-0.13645529204971,0.500873602257973,0.597805509802619
P34163,0.0580261298919783,0.741596613551011,0.8021351126164
P34167,-0.214659928101338,0.0110523735296909,0.0389793722418737
P34216,0.0388473786898238,0.449515324208404,0.550254774346772
P34217,-0.496991798198855,0.0208019253462271,0.0578361727659035
P34219,0.118646938281685,0.446940234659501,0.547874476203162
P34220,0.431722731572844,0.0268513032919957,0.0684809178695109
P34221,-0.249046083852758,0.0743957964921727,0.141054432191467
P34222,0.133930397059426,0.0691592049785801,0.13420367464951
P34223,0.0451192871116031,0.591770356181391,0.677450235628511
P34226,0.0325854727240255,0.731070169050622,0.794040990528245
P34227,0.519379151954098,0.000936953808428884,0.0102852664019119
P34232,-0.354624819210595,0.0873226032523462,0.158225571705106
P34234,-0.38090978319764,0.0748689701932085,0.141716265008573
P34237,-0.253424399619187,0.0304554653229029,0.0740006721886008
P34240,-0.369339652822374,0.00112744586773056,0.0114053330183162
P34241,0.198238374109183,0.256829240744792,0.357181133499932
P34243,-0.205054630440628,0.148542845093067,0.234082017309469
P34244,1.22320230163281,0.0413492333713603,0.0918504101412515
P34247,-0.331411767730829,0.0271107602156091,0.0687235636879679
P34248,0.755062781751202,0.000126141522766506,0.0044406624219836
P34250,-0.723015207475391,0.0242635290360886,0.06367442181198
P34253,-0.60520937343564,0.0213110821612412,0.0587700737324636
P34730,-0.0662712409698309,0.351263478547923,0.455635074277076
P34758,-0.126780209499734,0.774936492528814,0.829475449808702
P34760,0.325887048151451,0.00132115497178698,0.0120444590327161
P34761,-0.505263444531237,7.0916737139798e-05,0.00353749371144404
P34909,-0.188424836173535,0.0563989927936092,0.114829161798273
P35127,0.0932402632335821,0.322970188639392,0.42743460002529
P35169,0.087132403573684,0.537153862777235,0.632647882826522
P35176,0.135290131891557,0.0408726558716437,0.0912706048167317
P35177,0.371556576578646,0.372805006300572,0.475933225958426
P35178,0.246723201358574,0.0945769391320044,0.168364962569154
P35179,-0.293821137183292,0.0421899873886622,0.0928672532266983
P35180,-0.120803183260135,0.0832681101726527,0.153086953769994
P35181,0.0935963184899551,0.482763732067861,0.581304429951787
P35182,-0.149304099135621,0.615675945212685,0.698686117819146
P35183,-0.666672624289679,3.41185740648565e-05,0.00299252034046402
P35184,0.748213042448288,0.00821444682844793,0.0328577873137917
P35189,-0.0511278445368943,0.494321167894737,0.592277428999982
P35191,0.122078266585949,0.124971493616093,0.205479062697909
P35193,-0.102416302873728,0.853098342766811,0.889824593685432
P35194,0.739245126268722,0.0204684693424465,0.0572374674440053
P35195,0.734924282338855,0.0114439756201753,0.039569791339077
P35197,-0.531228549033907,0.00143719441815898,0.012224232521952
P35202,-0.0815005183880395,0.59990292030404,0.683990153166825
P35207,0.265779230233255,0.0180802138018804,0.0528783011817225
P35688,-0.50024975235084,0.0173254347221742,0.0511823818773093
P35691,0.156089440482009,0.0256823450819561,0.0664489050480513
P35718,0.614859476466184,0.0132698724156408,0.043368138576052
P35719,-0.0486928745678507,0.429544730915735,0.532340419169226
P35723,0.309206785426627,0.000156467587706135,0.00451236088377287
P35724,0.263315439387011,0.546143005333564,0.639239846132315
P35725,-0.256430394245682,0.0900367861071228,0.162018450119555
P35728,-0.763427628592992,0.0916975935488566,0.164483467645543
P35729,0.229862692078982,0.222500480740712,0.318771255832476
P35732,-0.0461138850038013,0.43885963382164,0.541588569587626
P35734,-0.407622424489003,0.00566248224321043,0.0259205664898378
P35735,0.532315798713021,0.108452547986677,0.185045796162379
P35817,-0.325208248320911,0.00124163896103358,0.0117835781049601
P35844,0.438592952249893,0.000216663367820197,0.00521221378472417
P35845,-0.218870806908906,0.00386561682394498,0.0212171072278663
P35996,-0.0347550341222731,0.589115773924754,0.67509483282188
P35999,-0.820692891049405,0.239286126653114,0.338332030682519
P36000,-0.0468828593806691,0.682501793569347,0.755316829946892
P36004,-0.233273566296467,0.10442411252518,0.180717647798679
P36006,0.00053183943797016,0.992897136451605,0.995538600899747
P36007,0.0594037263104046,0.495157472115818,0.592442379335752
P36008,0.233297917455528,0.0170674108518151,0.0507967305087001
P36009,-0.0380620833829467,0.804773465120621,0.855136448793121
P36010,0.485107684220066,0.00510604211591227,0.0245791106403676
P36013,0.387232335438455,0.00241820113003425,0.0162566805190633
P36015,0.214559474013326,0.0097686709651164,0.0361344949985549
P36016,0.211587674855337,0.00968623485177569,0.0361051743046408
P36017,-0.0215486565172476,0.815603913335162,0.862737045891324
P36018,0.228856102046947,0.020123857506691,0.0566004350436948
P36024,-0.15480259463314,0.0863389908678472,0.15726347106231
P36027,0.101110076502759,0.595264803798839,0.680473220322475
P36029,1.71426820916562,0.049115378120169,0.103994608354315
P36036,-0.0884826033822217,0.545027026197977,0.639091552536614
P36037,0.724050143980254,0.0010606477337465,0.0111040651631733
P36040,-0.386589261339258,0.00235066302239956,0.0160755019596357
P36041,-0.106756794296189,0.327636016315259,0.431421338253632
P36046,0.213357411886259,0.0981316360889444,0.172736123307576
P36047,0.509537808518199,0.000797277704400979,0.009325399908028
P36048,0.00244732202588815,0.971097470223387,0.976567630891707
P36049,0.11767000664837,0.136399095287721,0.219065213643915
P36051,1.0852608311363,0.000232383041777868,0.00536219916809884
P36053,-0.14329610855667,0.144444016007326,0.229271924331703
P36054,0.242076264185504,0.344744801470588,0.449241016745384
P36057,-0.258130944870637,0.0245054736478689,0.0642369139208434
P36059,0.288174588373794,0.00250687571653699,0.0164423707704398
P36060,1.10318473673279,0.000128104844543967,0.0044406624219836
P36062,-0.574695102418553,0.12128499497769,0.201074634879924
P36064,-0.314771068708209,0.0784372591154979,0.146508360638639
P36068,1.00906739716231,0.0163895087923669,0.049281845200706
P36069,0.332516694279013,0.00675086590501483,0.0291625003869042
P36076,-0.216232871596025,0.0290341105492171,0.0719384243849119
P36077,1.90305472815311,0.00015097952422844,0.00451236088377287
P36080,-0.11858216623542,0.342105464869097,0.446144458606681
P36081,0.11931867824508,0.0116441390637469,0.0399362181033666
P36084,-1.81693211535571,0.00156973293590602,0.0127381199009407
P36088,0.676169157197703,0.0435202816196076,0.0948129820996805
P36090,-0.149549634127135,0.132496537608485,0.214929773896865
P36091,-0.0113441400718622,0.928712181182568,0.947141226269174
P36094,-0.176176159209817,0.21435360548694,0.309926440669949
P36095,-0.115550370520316,0.376005311478351,0.478937294981061
P36100,0.236703930800713,0.0326350199867826,0.0774653518510612
P36101,0.164593887349498,0.297053766178178,0.399210132676854
P36102,0.152169425425759,0.112359208200462,0.189613151351227
P36103,-0.453566106622969,0.185473280052548,0.277514497546644
P36104,-0.0656189810759357,0.626115729449983,0.70722096380098
P36105,-0.0292437394730883,0.697339432262078,0.7679790111146
P36106,-0.0713434894844283,0.799313225416223,0.850461248623535
P36108,-1.3117240746106,0.00470243619994114,0.0235260524929209
P36112,0.218991455966195,0.00293258168983714,0.0179764620834879
P36114,-0.0661817773362817,0.202545402529532,0.296365008107902
P36117,-1.15720524751438,5.26298911785127e-05,0.00336831303542481
P36119,-0.0342739954478139,0.706766307825318,0.774588470482546
P36120,-0.303236225039524,0.020625540221257,0.0575344016698221
P36121,-0.122458914878627,0.301870044882855,0.404221697608422
P36123,0.114110914536052,0.18719449524173,0.279596533623931
P36124,-0.454954022592101,0.00342650475973653,0.0198001774191249
P36126,-0.285759936121401,0.104007841053975,0.180534123218777
P36130,0.169564370468349,0.0360129682052241,0.083269248910784
P36131,0.258097815638759,0.0601887167744329,0.120306498113657
P36132,0.857405726093505,0.0190435234373424,0.0546494344327117
P36135,-0.271347757440854,0.0205965558456172,0.0575314843098275
P36136,-0.526797244793875,1.4627962202862e-06,0.000992360955842155
P36139,0.295465447063507,0.00751078421177831,0.030731700900304
P36141,0.263912676448039,0.0736182904199283,0.140525177886549
P36143,0.244026884842795,0.101772828930477,0.177912516241129
P36144,1.83493182681811,0.00543766990036877,0.0254057524821637
P36145,-0.361167998476381,0.0274295523748582,0.0691085886776
P36146,1.13745884263669,8.24751858253691e-05,0.00368099776736384
P36147,1.29315380548745,0.000254249637875966,0.00547790487942495
P36148,0.577905402641658,0.000524446242190424,0.00793439350120879
P36149,-0.169052736022528,0.128598008818443,0.20941163990022
P36151,-0.0463603945408319,0.568479298785773,0.657819217716088
P36152,0.30048315348244,0.0497594090127447,0.104965121499521
P36154,0.773200018987778,7.90775317223973e-06,0.00200798879427213
P36156,0.686642297521508,0.00474713777535955,0.0235999852554089
P36159,0.0043391001610059,0.990179330304669,0.99340085430152
P36160,0.0415845330134262,0.678885075513331,0.75229603924901
P36161,0.558307259373175,0.0228613418787876,0.0615368446751827
P36162,-0.34220371692158,0.190065614163091,0.282640317071987
P36165,-0.219813589551406,0.0740125454840147,0.140736721376237
P36166,-0.315306993605926,0.0108719658867303,0.0386558787083745
P36169,-0.668877359388859,0.0185543702935009,0.0537918154150044
P36421,0.181328227861494,0.00462316314450791,0.023438167541106
P36516,0.19215264490907,0.069737359613312,0.135016623178284
P36517,-0.342892685835437,0.117801961380596,0.196259456288301
P36519,0.350556167812998,0.168758124917503,0.257270813357381
P36520,-0.116891407733916,0.284960656916844,0.386480027293857
P36521,0.236574401735829,0.0935686935641351,0.166924560692015
P36523,-0.0532568255023461,0.488768950794894,0.587284548741155
P36525,0.363277320510716,0.0196491980372905,0.0557741253075226
P36526,-0.0854800336790656,0.560805843977953,0.651679829658519
P36527,-0.836366257141844,0.0169223460485554,0.0505286952435737
P36528,-0.0290830728029779,0.723440437541418,0.78878494507891
P36533,-0.355062380248299,0.0437463982438237,0.0950814138938571
P36534,-0.374709646357686,0.0232072569960759,0.0620812426898183
P36775,0.259548865370071,1.44956896538904e-05,0.00234139901457125
P36973,0.728087618953753,0.00537237973672778,0.0252882638424182
P37012,1.17997630466405,0.000256367178843701,0.00547790487942495
P37020,0.846746793264437,0.0715997439712059,0.137445575297301
P37254,0.590199438764294,0.000686256285144026,0.00885087954071687
P37262,0.237209918558094,0.0062029098152985,0.0276119030098327
P37263,0.0172800193883795,0.880402162777022,0.910243309399028
P37267,-0.30316099024351,0.259471526482758,0.359823147109368
P37291,0.197442562740773,0.0140362565959669,0.0447777157806464
P37292,0.228509423907434,0.000904439338053826,0.0101581644872354
P37293,0.0955546172179909,0.564098519659883,0.654833052254046
P37296,-0.297293057828993,0.00810752782038788,0.0326612047111113
P37297,-0.349812785113437,0.256603264627594,0.357013237742739
P37299,0.276751612076672,0.0737195003869399,0.140560171620292
P37302,0.0259312095479973,0.806859678922725,0.856598364958807
P37303,0.270336585184787,0.0324472246323228,0.0771816170777272
P37304,0.150585135541295,0.0636429439196244,0.125509805683352
P37366,-0.266246223746675,0.0514382217076173,0.106965408834282
P37370,-0.271278187335291,0.0136971510179926,0.0442905016711447
P37838,-0.0237936412218624,0.652833739801247,0.731070335228072
P37898,0.221857266934708,0.0522450349670081,0.108168140369321
P38009,0.0309286827995397,0.671678183845612,0.746260202949333
P38011,0.51368895448204,0.0120584240791086,0.0410252502270174
P38013,0.400740916645938,0.000756102834483551,0.00915964576631502
P38041,-0.59251011521324,0.0047717402086665,0.0236200313104602
P38042,-0.713658550804157,0.00144153685400378,0.012224232521952
P38061,-0.239949763289647,0.0236609252896672,0.062554839113446
P38063,0.377584074992833,0.00684916166755315,0.02933378330346
P38064,-0.254057552079819,0.0145919999672633,0.0459147160379936
P38065,-0.0701190301987724,0.671349514041707,0.746139433692487
P38066,-0.335106766145663,0.00138013478204521,0.0122230213595231
P38067,0.309118242075824,0.0489009917232818,0.10379131756671
P38068,-0.0396311478967647,0.745003892023731,0.804929143423469
P38069,-0.0930739532376655,0.0192041444886432,0.0549245009321059
P38070,-0.148061578970301,0.524652969366058,0.621159815738105
P38071,0.100587361032457,0.0926514076742962,0.165756104868783
P38074,0.661690826835096,2.1295410418006e-05,0.00261175046062463
P38075,0.0249973072851449,0.66310117817128,0.740368399064181
P38077,0.219895260507296,0.00592030426390678,0.0268113111657834
P38079,-0.0846200680916734,0.657410078335762,0.735023144613333
P38080,0.208982257924108,0.0224252024764992,0.060804385931483
P38081,0.2014875560897,0.0710045328861369,0.137078756715866
P38084,0.168976155718279,0.34693808309537,0.451323533787509
P38085,-0.396971395150049,0.0558511704448026,0.114056092804798
P38086,-0.489259827927247,0.0353999040829694,0.0825267867006408
P38088,-0.127592530270634,0.035039245643986,0.0817984316754304
P38089,-0.420907664061547,0.0134257514915733,0.0437484933410258
P38090,0.409501903247869,0.104583948281214,0.180889509398167
P38109,-0.178305136271695,0.00125047931125112,0.0117835781049601
P38112,-0.183007156815083,0.0257350494926537,0.0665345182005194
P38113,-0.170234833912077,0.00874005062461989,0.034273123374232
P38115,0.428145576780194,0.00556157759105107,0.0257615215057409
P38116,0.68725128156856,0.0043931958322509,0.0226393989465527
P38120,-0.0648342792509755,0.583683715525179,0.670909916320368
P38121,-0.0447960428699179,0.56822897995624,0.657819217716088
P38127,-0.263282720843199,0.0313349923998232,0.0754558214158093
P38129,-0.0670818379071754,0.0214963642290476,0.0590410262873924
P38130,0.51667488930204,0.000810630235656551,0.00944899573658771
P38131,0.42020612406666,0.000592652263850001,0.00821589177916937
P38132,0.233852212522465,0.114344856692408,0.192174564698042
P38137,0.214023380192976,0.0228133959073501,0.0614638911181346
P38138,0.135523682314086,0.119712074011889,0.199050664239377
P38139,-0.536398208531135,0.109880840301971,0.186731367887919
P38142,-0.272431377240339,0.497788438110248,0.594960670214927
P38143,1.04176557050715,9.14634761667012e-06,0.00200798879427213
P38144,0.313021566629413,0.00112977355370113,0.0114053330183162
P38145,-0.00739453559279092,0.948965091830023,0.960289257603651
P38146,-0.116595725447332,0.37770610736837,0.480382120807466
P38149,0.185098670151222,0.12115692003903,0.200960524583075
P38151,-0.116193467207441,0.815371559884226,0.862737045891324
P38153,0.124612246782585,0.406224440176208,0.508267540050792
P38162,-0.517878871273518,0.0506483874815729,0.106120992281686
P38163,0.756814833865784,0.125379981494926,0.205951039821205
P38164,-0.118361214189376,0.420558312671587,0.523306601827595
P38165,-0.0407120248106539,0.711432131400852,0.778444448294094
P38166,-0.391319698529816,0.00123574858165843,0.0117835781049601
P38167,-0.386521261990136,0.000694860809430797,0.0088942183607142
P38169,-0.166199025094861,0.266101359925955,0.366916997101154
P38170,-0.309707017644493,0.153395500806491,0.23991716678362
P38174,-0.0539572397869563,0.082750499476822,0.152506676055071
P38175,-0.341873556023402,0.23522783013506,0.333288554644161
P38177,-0.488179019315431,0.0010368706765942,0.0110252831818417
