PG.UniprotIds,221125_EC1_nvolkmar_EX140_1.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_2.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_3.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_4.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_5.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_6.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_7.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_8.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_9.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_10.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_11.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_12.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_13.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_14.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_15.raw.PG.Label-Free Quant,221125_EC1_nvolkmar_EX140_16.raw.PG.Label-Free Quant
P53130,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6520664,2133022,2769406,4641830,1.11E+07,5842826,1.59E+07,3765006
Q03231,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,592141.4,1083704,NaN,338674.1,231005.4,642521.3,305968.7,360397.8
P38339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,419073.7,215498.9,620232.9,NaN,NaN,NaN,NaN,NaN
Q08685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,485759.4,2382997,2365155,2814651,NaN,630914.2,927919.2,318898.1
Q86ZR7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,324991.5,822996.9,69794.71,494906.5,304841.8,94209.3,99046.97,NaN
Q12071,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,469259,1117573,1794835,1192517,605650.6,1246792,900675.9,1110213
Q12182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,141705.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P29029,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,663085.9,NaN,NaN,785347.4,NaN,NaN,NaN,NaN
P38989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,492226,NaN,145925.7,NaN,90698.87,197883.5,488865.2,369831.8
P36108,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1095736,426229.3,1010071,1450481,1331217,942290.5,451693.4,2511348
P52919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1290484,NaN,653564.3,985582.3,1345531,841442.5,NaN,675675.8
P52911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2414967,765894.6,1365927,630133.6,4232365,2020950,2115181,3293411
Q12345,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,380231.7,614810.3,323564.5,253698.3,289988.6,669246,NaN,357291.6
P08067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,690722.4,596117.7,902247.4,617532.2,680066.1,908337.3,1055020,1030595
P32897,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,630819.3,1066902,892497.1,336119,659771.4,837404.6,834567,NaN
P33313,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,574651.4,630897,517710.2,583758.6,830223.4,648219,438876.2,1178940
Q06489,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,750686.6,836585,NaN,813486.6,545014.9,268754.8,NaN,638834
P36046,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,255387.4,NaN,889356.3,NaN,135466.3,1101117,200301.1,NaN
P41835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,300907.3,NaN,NaN,NaN,356068.6,290915,NaN,NaN
P53170,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,179822.5,NaN,NaN,NaN,NaN,NaN,134290.5,NaN
P46997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,294396,NaN,NaN,NaN,333197.7,NaN,247311.7,NaN
P38703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43110.37,NaN,NaN,NaN,157909.7,NaN,NaN,119330.2
P43636,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1004993,523523.1,676067.8,723371.1,1608161,1570833,542963.6,1131068
Q12436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,277976.8,NaN,NaN,NaN,266542,NaN,NaN,88609.35
P32831,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,786646.7,NaN,657126.6,NaN,NaN,NaN,NaN,NaN
P50090,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,911355,198334.7,NaN,293537.4,1489005,373333,NaN,NaN
P40319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,327901.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P32568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,253615.9,147945.9,NaN,NaN,323997.7,103800.4,408071,348776.6
P20049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,230888.4,849037.4,472383.8,365574.2,684681,497103.8,395114.1,506527.1
P53949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,199498,335363.8,608685.9,66965.88,NaN,70039.94,NaN,NaN
P21705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,865422.4,470332.5,967917.1,935027.3,613927,587073.4,596296.1,603124.8
P38746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,116316.3,137383.4,NaN,NaN,NaN,131062.8,128308.5,208073.8
P53250,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,524841.9,NaN,NaN,NaN,NaN,495402.9,NaN,82278.48
P47045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,321105.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P25373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,254288.5,317856.4,NaN,728075,1129382,864892.9,NaN,657813.5
Q02629,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,299370.3,923809.1,816829.1,NaN,378534.3,230930.8,975922.8,1237709
P38784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2198545,469193.2,1707263,878109.8,754102.2,1737604,1367042,1338344
P47039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,261209.2,280830.8,593834.3,1102898,NaN,1148015,312472.5,1328825
P40484,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,512937.7,401786.2,121318.1,NaN,NaN,231741.7,NaN,758713
P52868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72215.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN
P47139,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,785492.8,735531.5,683269.4,NaN,0,NaN,NaN,261865.5
Q12746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1480275,1083875,3576412,1534527,2787060,1768902,1438068,2350263
P20133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,216141,242375.5,NaN,160828.7,1619766,NaN,274670.8,NaN
P38310,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,44769.74,NaN,96623.37,73640.09,NaN,NaN,NaN,NaN
P36051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,124997.2,135384.1,164994.7,140569.1,880930,345373.8,206808.9
Q04299,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,552888.3,671608.9,62548.35,128038.5,1126449,464591.1,1165623,214415.5
Q12421,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126255.6,315732.8,459987.5,376506.6,696371.2,NaN,263586.7,162802.1
P40959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,232280.3,127093.3,135852,NaN,NaN,NaN,115446.5,NaN
Q02516,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,180598.9,0,490144,NaN,803580.8,1164693,608547.5,119099
P22219,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4755192,0,1719303,3618270,4183745,1984693,2522213,2463136
Q12466,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1577848,2462171,NaN,1271363,507627.8,855586.8,1149219
P38875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,126254,NaN,191621.7,NaN,107445.1,NaN,NaN
Q04409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,741234.8,259070.1,542358.4,NaN,396436.3,437110,355211
P38753,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,425761.6,432525.5,NaN,NaN,NaN,NaN,NaN
Q12451,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,170637.6,NaN,832275,225942.3,1678868,264308.5,410609
Q12418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,222312.4,NaN,NaN,NaN,NaN,160383.4,NaN
P51996,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,725454.6,1657674,1092283,NaN,2295782,138052.6,1723963
P39535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,130422.3,2362413,907572.4,NaN,NaN,161696.8,393850.8
P32803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,916951.3,1566025,443659,1214313,775613.3,987073.4,731180.9
P05150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,863767.9,703571.9,NaN,NaN,1600395,668767.5,NaN
P41698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,295716,563292,321913.3,428714.4,NaN,263408.1,408479.4
Q05031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,168495.5,NaN,NaN,816310.2,276607.2,422896.2,281488.9
P50276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,358865.2,114801.4,202289.3,599553.3,NaN,NaN,381451.2
P46993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,226139.8,261372.2,NaN,NaN,NaN,132533.5,NaN
P40017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,380478.9,571110.3,NaN,NaN,652365.1,279908.9,1174276
Q12494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,319693.7,279776.3,NaN,490089.6,NaN,NaN,440460.3
Q08984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1560189,0,NaN,NaN,NaN,NaN,NaN
Q03835,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2834917,NaN,NaN,NaN,NaN,NaN,4998810
O14468,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,303248.4,301501.3,205394.6,NaN,NaN,NaN,353865.5
P53829,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,357574.3,NaN,NaN,NaN,NaN,NaN,NaN
P40496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,166945.9,203332.2,NaN,NaN,129719.6,126672.3,348245.6
O74700,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,709175.9,NaN,NaN,NaN,430418.8,0,0
P38067,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,872140.1,279993.3,NaN,1643486,253143.7,85475.74,201211.4
P39110,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,367310.2,NaN,NaN,NaN,NaN,NaN,NaN
Q08920,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,584463.2,NaN,145062.9,NaN,193269.8,396849.5,117482.6
P25360,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1098560,916565.1,NaN,NaN,NaN,NaN,NaN
P13298;P30402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1401335,197785,529792.3,NaN,924732.1,NaN,581271.8
P46951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,508705.8,NaN,NaN,1497479,NaN,NaN,NaN
Q04728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,281506.1,NaN,117769.1,0,NaN,NaN,NaN
Q06494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,169819.4,NaN,NaN,462187.9,175107.1,634785,181681
P05373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,410478.8,504246.7,431134.9,463246,633100.3,364182.3,409820.6
P36150,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,175552,NaN,NaN,1113880,360924.4
P43545;P53824,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3801737,2115482,2761653,395714.6,6351959,2292971,3925155
P38074,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,853078.8,220152.8,NaN,NaN,169378.8,NaN,NaN
P38225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,231282,463268.4,0,NaN,NaN,208663.6,NaN
P22133,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1012494,875596.7,1890053,2399143,NaN,105600.7,810005
P50861,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,994364.6,1064315,937582.1,861658.8,753507.8,1014429,249414.7
P25371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,81714.8,NaN,60527.62,64490.21,NaN,NaN,NaN
Q12242,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,446914,605279.6,503667.5,326243,NaN,NaN,NaN
Q12123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,161713.2,NaN,NaN,340039.7,NaN,141282.4,NaN
P49095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,472438.5,1967707,NaN,2321967,653054.7,1417476,1736396
P32461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,242671.2,390037.7,209167.1,854797.3,2018040,0,379467.5
P43544;P53823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118669,62444.31,NaN,NaN,NaN,121562.8,126586.7
P17442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,711088.1,65203.29,233144.7,658531.3,576911,608580.3,NaN
Q07505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,212582,232940.5
P38696,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,774000.9,653790.3,NaN,1909601,1029841,1245028,1313413
P32891,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,538475.3,963591.3,NaN,NaN,1070436,715897.7,697094.5
Q03144,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,542685.1,NaN,580909.9,NaN,496853.6,NaN,240921.1
Q03103,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,175431.5,NaN,NaN,331395,2848939,869278.3,1290840
P24814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,473519.6,291028,272632.5,280468.9,NaN,110838.1
Q12505,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1464383,564469.7,NaN,253400.5,NaN,125211.1,285113.6
Q04868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,268405.1,NaN,NaN,0,556511.7,NaN
P26370,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,826104.9,412334.8,NaN,NaN,NaN,NaN,NaN
P39081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,165919,229707.3,NaN,NaN,NaN,NaN,NaN
P38870,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,282669.7,257629.8,109051.1,NaN,269436.3,NaN,253220.2
Q04951,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,259158.6,NaN,138074.1,NaN,581714.9,NaN,NaN
P40473,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,177660,553280.5,274995.4,1290917,376792.6,381866,593421.4
P53980,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,559386.7,878867.1,863351.2,NaN,0,308758.5,NaN
P42939,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,231013.8,139069.6,NaN,129841.3,NaN,NaN,NaN
P40030,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,318753.6,518915.5,NaN,NaN,NaN,NaN,NaN
P53045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1114723,311423.8,82206.08,NaN,1445093,NaN,NaN
P38147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1368282,637236.4,810009.3,203586.8,563909.4,951173.3,151827.4
P53954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,151178.1,NaN,NaN,NaN,NaN,NaN,NaN
P48559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,225947.9,215680,NaN,NaN,79677.98,NaN,NaN
P53010,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,256226.9,NaN,NaN,187615.7,89309.52,NaN,NaN
Q12165,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,646634.1,284648.2,287221.7,407459.3,281709.3,655319.9,600307
P13134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,233166.8,437012.4,77552.88,1069351,117283,226186.9,129695.5
P32913,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,233846.5,NaN,NaN,NaN,NaN,NaN,NaN
P29703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,278144.8,NaN,131176.4,NaN
P48570,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,825595.3,8977405,NaN,0,1277241,1334103,0
P39105,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1893649,1280223,2627219,NaN,1372330,664710.6,841645.9
P40395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1014182,NaN,255722.5,652726.1,125933.3,NaN,346798.7
P18412,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,190423,117906.9,NaN,NaN,NaN,244072.6,273361.4
Q08273,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,580914.1,NaN,466009.8,582250.2
Q03956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,163453.4,NaN,486295,209282.4,147251.8,NaN,NaN
P38247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,260409.9,NaN,NaN,NaN,NaN,NaN,NaN
P53834,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,325389.6,316698.6,NaN,NaN,681970.3,NaN,NaN
P14164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,237212,546255.2,NaN,NaN,289346.5,NaN,NaN
P06182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,893346.6,NaN,497611.4,242994,644363.6,501154.7,NaN
P48562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,332063.2,NaN,103270.5,NaN,NaN,NaN,NaN
Q06091,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,937722.6,734686.1,1008506,NaN,464620.3,NaN,485333.4
